bldg_id,BuildingType,RC,WallArea,surfaceArea,OverallHeight,Orientation,GalzingArea,GlazingAreaDistribution,,HeatingEnergykwh,CoolingEnergy
337954,Single-Family Detached,0.832924253,972.8,1821.8,1,North,175.2,0.180098684,,5706.97295,4486.038871
337970,Single-Family Detached,0.801044342,1861.2,4297.4,1,West,140.4,0.075435203,,6332.972755,2823.153619
337989,50 or more Unit,0.788820681,201.2,201.2,6,Northeast,24.1,0.119781312,,387.7330259,1844.882387
337994,50 or more Unit,0.875751516,174.3,1028.3,4,West,26.1,0.149741824,,636.5503644,1344.316999
338037,Single-Family Detached,0.871514547,1340.8,2713.8,1,Northwest,105.4,0.078609785,,14313.00492,0
338079,Single-Family Detached,0.871514547,1637.6,3332.5,1,North,188.2,0.114924279,,4003.350819,3116.810832
338106,Mobile Home,0.871514547,1170.2,2398.2,1,South,140.4,0.119979491,,13919.11741,1799.456371
338130,Single-Family Detached,0.995742895,2512.8,3775,2,North,166.4,0.066220949,,5378.147208,2191.585462
338168,Single-Family Detached,0.832924253,1611.8,3510.2,1,East,123.8,0.076808537,,15105.17603,4486.331942
338260,Single-Family Detached,0.995742895,2251.3,3296.5,2,Southwest,146,0.064851419,,14266.40663,6342.057959
338308,Single-Family Detached,0.832924253,2027.8,4570.2,1,North,108,0.05325969,,6741.513827,81.76682858
338317,50 or more Unit,0.875751516,174.3,174.3,4,Northwest,15.7,0.090074584,,14.36048244,1819.385203
338325,Single-Family Detached,0.801044342,1558.6,3737.6,1,Southwest,93.6,0.060053895,,4106.511835,3926.273127
338334,Single-Family Detached,0.99988623,2142,3029.6,2,East,148.8,0.069467787,,26003.31685,4192.967801
338355,Single-Family Detached,0.998034609,1864.8,2518.2,2,East,168,0.09009009,,8066.781207,5048.149184
338388,Single-Family Detached,0.988418785,2811.6,4351.7,2,Southeast,316.1,0.112427088,,922.0015868,3455.014846
338431,Mobile Home,0.871514547,1170.2,2398.2,1,North,105.4,0.090070073,,3062.885754,2402.303562
338494,50 or more Unit,0.643668657,174.3,174.3,9,East,52.3,0.300057372,,873.9379312,929.3283635
338546,5 to 9 Unit,0.99999585,563.3,1701.3,2,East,168.9,0.299840227,,2225.288636,3156.082354
338592,Mobile Home,0.871514547,1170.2,2398.2,1,West,140.4,0.119979491,,3110.070197,3532.67868
338657,Single-Family Detached,0.979627785,3085.8,4904.8,2,North,422.7,0.136982306,,26494.50395,6551.896845
338709,5 to 9 Unit,0.99999585,563.3,1701.3,2,South,101.4,0.180010652,,3433.620658,0
338719,Mobile Home,0.906940775,991.2,1872.2,1,East,178.4,0.179983858,,1476.19898,1991.124851
338754,Single-Family Detached,0.871514547,1637.6,3332.5,1,Southeast,156.6,0.095627748,,3944.443534,7146.538046
338760,Single-Family Detached,0.871514547,1340.8,2713.8,1,North,140.4,0.104713604,,7020.517486,4144.611074
338769,Mobile Home,0.871514547,1170.2,2398.2,1,South,140.4,0.119979491,,2618.883083,4104.460338
338780,Single-Family Detached,0.832924253,1376,3074,1,Northeast,82.4,0.059883721,,4659.536945,5067.784945
338782,Single-Family Detached,0.871514547,1340.8,2713.8,1,East,175.4,0.130817422,,6742.39304,4852.963851
338792,Mobile Home,0.871514547,1170.2,2398.2,1,North,140.4,0.119979491,,3846.557796,3393.17685
338819,Mobile Home,0.984889259,576.4,874.4,1,West,52,0.090215128,,889.1776269,1828.763478
338853,Single-Family Detached,0.670787006,2782.6,9233.6,1,East,198.5,0.07133616,,4397.238337,5512.66683
338877,Single-Family Detached,0.871514547,1637.6,3332.5,1,Northeast,94,0.057401075,,6186.14415,3105.674131
338902,Single-Family Detached,0.832924253,2027.8,4570.2,1,Southeast,216,0.106519381,,4107.684119,6693.743243
338919,Single-Family Detached,0.995742895,1946,2795,2,West,292.1,0.150102775,,14010.84865,4908.940425
338927,Mobile Home,0.937146424,840.8,1474.8,1,West,75.6,0.089914367,,1389.743015,1807.955432
338942,Mobile Home,0.906940775,991.2,1872.2,1,South,89.2,0.089991929,,1056.521208,1889.722261
338946,Single-Family Detached,0.801044342,2265.2,5345.4,1,Southeast,164.4,0.072576373,,7721.543486,67.99248828
339020,Mobile Home,0.832924253,1376,3074,1,North,165.2,0.12005814,,6395.396893,81.76682858
339026,Single-Family Detached,0.871514547,1340.8,2713.8,1,West,140.4,0.104713604,,12836.51287,6086.499986
339036,Single-Family Detached,0.832924253,1611.8,3510.2,1,Northeast,206.4,0.12805559,,12052.25469,856.6467381
339056,Single-Family Detached,0.988418785,2355.6,3573.6,2,South,198.4,0.084224826,,28275.20377,2585.766052
339061,Single-Family Detached,0.801044342,2265.2,5345.4,1,North,123.4,0.054476426,,29074.70166,3685.95485
339092,Single-Family Detached,0.773567127,1728,4406,1,Southwest,155.6,0.090046296,,23761.61622,4953.780299
339132,Single-Family Detached,0.984889259,617.8,951,1,South,69.2,0.112010359,,295.1225677,3174.838903
339170,Single-Family Detached,0.832924253,1376,3074,1,West,123.8,0.08997093,,2298.556403,2712.665826
339209,Single-Family Detached,0.871514547,1637.6,3332.5,1,Southeast,125.4,0.076575476,,9597.784477,3579.27698
339234,10 to 19 Unit,0.962018974,563.3,1701.3,3,Northeast,101.4,0.180010652,,2284.195921,2596.609681
339259,Single-Family Detached,0.871514547,1429,2945,1,West,125.4,0.087753674,,2512.205214,3380.574794
339310,Single-Family Detached,0.984889259,930.4,1516.4,1,South,44.8,0.048151333,,436.3828235,3066.402607
339371,Mobile Home,0.906940775,991.2,1872.2,1,South,178.4,0.179983858,,1427.549182,732.0915333
339381,Single-Family Detached,0.801044342,1861.2,4297.4,1,North,93.6,0.050290135,,3159.892278,9433.078536
339411,5 to 9 Unit,0.99999585,563.3,1701.3,2,North,101.4,0.180010652,,4275.0277,2372.996455
339428,Single-Family Detached,0.832924253,1611.8,3510.2,1,South,206.4,0.12805559,,16243.46406,4757.129611
339440,Mobile Home,0.871514547,1170.2,2398.2,1,Southeast,105.4,0.090070073,,4433.579149,95.24809781
339476,Single-Family Detached,0.928814344,3917.8,7041,2,Northwest,317.9,0.081142478,,42810.64965,6621.64776
339489,Single-Family Detached,0.979627785,2629.8,4126.8,2,South,219.7,0.083542475,,19227.80677,3794.684217
339514,Single-Family Detached,0.988418785,1253.6,2471.6,2,North,150.4,0.119974474,,2376.220237,1665.522891
339597,Single-Family Attached,0.834395608,488.6,2364.6,1,East,88,0.180106427,,8932.220076,2155.537721
339673,Single-Family Detached,0.832924253,1611.8,3510.2,1,Southwest,247.6,0.153617074,,3712.917388,3196.819234
339711,Single-Family Detached,0.979627785,3085.8,4904.8,2,East,281.8,0.091321537,,14954.83057,8128.619202
339749,Single-Family Detached,0.968042554,1798.2,3809.5,2,South,212.1,0.117951285,,6178.231231,4989.534969
339878,20 to 49 Unit,0.62316477,107,107,7,Southwest,16.1,0.15046729,,1973.247515,434.6243971
339891,Single-Family Detached,0.906940775,1113.6,2098.6,1,North,118.8,0.106681034,,8947.166702,2115.680056
339893,Single-Family Attached,0.996000752,1312.6,2151.6,2,North,157.4,0.119914673,,7675.531328,3091.020577
339903,Single-Family Detached,0.773567127,2010.4,5264.4,1,Northeast,91.9,0.045712296,,17754.5385,0
339930,50 or more Unit,0.943945833,174.3,174.3,3,Northwest,31.4,0.180149168,,1302.700907,1156.165372
339946,Mobile Home,0.906940775,991.2,1872.2,1,Northeast,297.4,0.300040355,,0,2346.620059
339952,Single-Family Detached,0.871514547,1340.8,2713.8,1,North,140.4,0.104713604,,1564.706444,2398.786709
339966,Single-Family Detached,0.871514547,1340.8,2713.8,1,North,210.6,0.157070406,,4221.395694,4270.338564
339975,5 to 9 Unit,0.943945833,662.2,1516.2,3,East,99.2,0.149803685,,1156.751514,1412.895629
340004,Single-Family Detached,0.801044342,2265.2,5345.4,1,Southwest,164.4,0.072576373,,10607.12124,5876.954171
340093,Single-Family Detached,0.832924253,1611.8,3510.2,1,Southeast,165.2,0.102494106,,15064.43914,5396.610686
340114,Single-Family Detached,0.998034609,1864.8,2518.2,2,East,168,0.09009009,,416.4539907,4380.533286
340153,Single-Family Detached,0.871514547,1340.8,2713.8,1,Southwest,140.4,0.104713604,,22579.36753,4345.364757
340258,5 to 9 Unit,0.962018974,764.5,764.5,3,Northwest,114.7,0.150032701,,4183.589526,6800.421112
340266,Single-Family Detached,0.832924253,1898.8,4119.2,1,Southeast,111.7,0.058826627,,4613.817858,5243.920659
340318,10 to 19 Unit,0.92112127,416.7,416.7,3,East,75,0.179985601,,222.4409422,924.6392264
340333,5 to 9 Unit,0.997557105,487.9,487.9,2,South,146.4,0.300061488,,7201.342336,2238.476834
340336,Single-Family Detached,0.871514547,1340.8,2713.8,1,West,105.4,0.078609785,,3468.789187,2144.987163
340357,Single-Family Detached,0.871514547,912.8,1599.2,1,North,74.4,0.08150745,,11002.18105,3175.425045
340383,Single-Family Detached,0.871514547,1340.8,2713.8,1,Northwest,351,0.26178401,,10964.08181,4491.31415
340390,Single-Family Detached,0.801044342,1558.6,3737.6,1,North,93.6,0.060053895,,15640.61687,5432.365357
340464,Single-Family Detached,0.801044342,1861.2,4297.4,1,West,140.4,0.075435203,,21279.01119,2945.364256
340474,Mobile Home,0.871514547,1170.2,2398.2,1,West,140.4,0.119979491,,4115.303967,4337.451839
340532,Single-Family Detached,0.988418785,2355.6,3573.6,2,Northwest,198.4,0.084224826,,7540.718636,2258.991809
340546,Mobile Home,0.871514547,1170.2,2398.2,1,South,140.4,0.119979491,,3316.39223,3241.072965
340592,Single-Family Detached,0.995742895,2512.8,3775,2,Southeast,277.6,0.110474371,,5305.758654,4078.377012
340622,Single-Family Attached,0.996000752,690.8,1628.8,2,West,41.6,0.060220035,,886.8330583,2656.396181
340629,Single-Family Attached,0.996000752,690.8,1628.8,2,North,41.6,0.060220035,,6220.726535,2081.683811
340646,Single-Family Detached,0.744529875,1921.2,5231.2,1,West,115.4,0.060066625,,8242.037707,3392.004567
340664,Single-Family Detached,0.988418785,1517.6,3057.7,2,East,93.4,0.061544544,,4614.990142,2915.471006
340674,Mobile Home,0.937146424,840.8,1474.8,1,Northwest,100.8,0.119885823,,2243.165971,2736.990725
340693,Single-Family Attached,0.873464516,414.4,1763.8,1,South,37.2,0.08976834,,4470.506105,2200.963737
340754,Single-Family Detached,0.995742895,2512.8,3775,2,Northeast,277.6,0.110474371,,20243.29803,4576.597832
340901,10 to 19 Unit,0.989937806,416.7,1039.7,2,North,50,0.119990401,,6119.910087,1230.312352
340943,20 to 49 Unit,0.943945833,487.9,487.9,3,Northeast,29.3,0.06005329,,3884.950106,943.3957749
340950,Single-Family Detached,0.801044342,1102.2,2191.7,1,Northwest,198.4,0.180003629,,12507.9802,81.76682858
340980,Single-Family Detached,0.988418785,2811.6,4351.7,2,West,126.6,0.045027742,,16394.68874,3499.85472
340983,5 to 9 Unit,0.997557105,487.9,487.9,2,North,43.9,0.089977454,,2900.817452,1377.43403
341012,Single-Family Detached,0.801044342,2265.2,5345.4,1,West,164.4,0.072576373,,14222.73903,4772.076235
341049,Single-Family Detached,0.871514547,1637.6,3332.5,1,Northeast,125.4,0.076575476,,16990.7953,7259.66348
341063,Single-Family Detached,0.801044342,1850.6,4605.6,1,North,205.6,0.111099103,,5902.158282,4114.131683
341139,5 to 9 Unit,0.997557105,662.2,1516.2,2,South,79.4,0.119903352,,1203.056743,1900.858961
341249,Single-Family Detached,0.871514547,1170.2,2398.2,1,Southeast,105.4,0.090070073,,5609.380283,5236.300811
341253,Single-Family Attached,0.996000752,690.8,1628.8,2,Northeast,103.7,0.150115808,,568.5578761,2977.309001
341257,Single-Family Detached,0.928814344,4373.8,7819,2,South,412,0.094197266,,32719.62656,7490.017341
341300,50 or more Unit,0.989937806,148.8,148.8,2,South,44.7,0.300403226,,1119.531488,655.8930551
341301,Mobile Home,0.906940775,991.2,1872.2,1,Northeast,118.8,0.119854722,,1625.665226,3005.443825
341316,Single-Family Detached,0.832924253,2027.8,4570.2,1,Northwest,108,0.05325969,,3212.058929,3833.662669
341333,Single-Family Detached,0.773567127,2010.4,5264.4,1,West,137.7,0.068493832,,3987.818052,6152.440977
341344,Single-Family Detached,0.773567127,2648.2,6608.2,1,North,177.4,0.066988898,,10154.32644,2195.395386
341438,Single-Family Detached,0.832924253,2027.8,4570.2,1,North,144.1,0.071062235,,2337.241784,6690.22639
341448,Single-Family Attached,0.873464516,414.4,1763.8,1,East,37.2,0.08976834,,977.392019,2613.021662
341472,Single-Family Detached,0.871514547,1429,2945,1,East,313.6,0.219454164,,10321.9631,3182.458751
341528,10 to 19 Unit,0.99999585,201.2,201.2,2,East,30.2,0.150099404,,1292.73649,1428.428396
341533,Single-Family Detached,0.871514547,1340.8,2713.8,1,North,70.2,0.052356802,,1174.92192,1486.163397
341536,5 to 9 Unit,0.997557105,487.9,487.9,2,East,146.4,0.300061488,,3238.728396,2601.298819
341541,50 or more Unit,0.943945833,174.3,174.3,3,East,31.4,0.180149168,,867.7834388,67.99248828
341579,Mobile Home,0.984889259,576.4,874.4,1,Northeast,86.4,0.149895906,,1720.620253,1862.759722
341582,Single-Family Detached,0.832924253,2027.8,4570.2,1,North,108,0.05325969,,3717.313454,5385.767056
341587,Single-Family Detached,0.995742895,2512.8,3775,2,West,333.1,0.132561286,,50596.66877,6232.156307
341653,Single-Family Detached,0.832924253,1680,3954,1,South,144.1,0.08577381,,8553.865325,5318.36071
341665,Single-Family Detached,0.832924253,1680,3954,1,Northeast,144.1,0.08577381,,4498.347856,67.99248828
341715,Single-Family Detached,0.832924253,1611.8,3510.2,1,South,165.2,0.102494106,,7164.415381,7999.667932
341730,Mobile Home,0.906940775,991.2,1872.2,1,Southeast,118.8,0.119854722,,1544.777611,2298.263332
341775,Single-Family Detached,0.968042554,3101,5188,2,Northwest,151.6,0.048887456,,3745.741348,6048.400747
341804,2 Unit,0.99999585,1126.6,1126.6,2,North,101.4,0.090005326,,1618.631521,410.8856404
341808,Single-Family Detached,0.995742895,2064,3013.2,2,North,174.9,0.084738372,,6970.695404,7150.34797
341847,Mobile Home,0.906940775,991.2,1872.2,1,South,118.8,0.119854722,,1721.499466,2472.054477
341859,Single-Family Detached,0.979627785,3085.8,5065.8,2,West,281.8,0.091321537,,10163.70471,5419.177158
341906,Single-Family Detached,0.99988623,1740,2426.4,2,North,198.5,0.11408046,,31240.49687,7449.573533
341910,Single-Family Detached,0.871514547,1340.8,2713.8,1,East,105.4,0.078609785,,2885.577757,5768.810945
341928,Single-Family Detached,0.801044342,1861.2,4297.4,1,Northwest,93.6,0.050290135,,10468.20556,6694.036313
342009,Mobile Home,0.906940775,991.2,1872.2,1,North,89.2,0.089991929,,7214.237463,3385.263932
342016,Mobile Home,0.871514547,1170.2,2398.2,1,Northwest,105.4,0.090070073,,1122.169128,2715.596536
342029,Single-Family Detached,0.871514547,1637.6,3332.5,1,East,62.8,0.038348803,,666.1505425,2007.24376
342048,Mobile Home,0.832924253,1376,3074,1,East,165.2,0.12005814,,836.1317632,5833.579652
342052,Single-Family Detached,0.871514547,1340.8,2713.8,1,West,140.4,0.104713604,,8979.990661,4837.138014
342093,Single-Family Detached,0.979627785,3085.8,4904.8,2,Southwest,281.8,0.091321537,,24955.2947,3828.68046
342122,Single-Family Detached,0.871514547,1340.8,2713.8,1,Northwest,140.4,0.104713604,,9124.76777,5974.253765
342173,Single-Family Attached,0.997882701,946.2,1382.2,2,East,170.2,0.179877404,,3203.852939,2479.967396
342200,2 Unit,0.997557105,975.8,975.8,2,North,292.8,0.300061488,,9086.66853,4464.644683
342219,Single-Family Detached,0.801044342,1558.6,3737.6,1,Northeast,280.6,0.180033363,,18759.4792,5592.382161
342246,Single-Family Detached,0.832924253,1611.8,3510.2,1,West,247.6,0.153617074,,12192.04959,3236.090756
342247,Single-Family Detached,0.871514547,1340.8,2713.8,1,Southwest,140.4,0.104713604,,5036.13327,3365.921241
342263,Single-Family Detached,0.871514547,1340.8,2713.8,1,West,210.6,0.157070406,,3710.57282,2333.13879
342340,Single-Family Detached,0.988418785,2588.2,3965.7,2,West,316.1,0.122131211,,1664.057536,3923.342416
342373,Single-Family Detached,0.744529875,2766.8,7111.4,1,Northwest,205.8,0.074381957,,8276.620093,5041.994691
342409,Mobile Home,0.906940775,991.2,1872.2,1,East,89.2,0.089991929,,0,1576.722358
342431,Mobile Home,0.801044342,1558.6,3737.6,1,Southwest,140.4,0.090080842,,4683.568772,2670.170521
342601,5 to 9 Unit,0.92112127,565.5,565.5,3,East,84.8,0.149955791,,238.2667801,1440.151239
342682,Single-Family Detached,0.906940775,991.2,1872.2,1,South,89.2,0.089991929,,1757.254137,2489.052599
342698,Single-Family Detached,0.998034609,1462.8,1955.2,2,East,126.4,0.086409625,,0,3403.141267
342700,Single-Family Detached,0.871514547,1340.8,2713.8,1,Southwest,70.2,0.052356802,,2641.742626,5661.840005
342802,3 or 4 Unit,0.997557105,662.2,662.2,2,East,79.4,0.119903352,,2116.559268,2707.097475
342810,20 to 49 Unit,0.99999585,563.3,1701.3,2,Northwest,67.5,0.119829576,,1767.511624,2087.545232
342821,20 to 49 Unit,0.962018974,201.2,201.2,3,Northeast,36.2,0.179920477,,182.8763478,412.6440668
342842,Single-Family Detached,0.832924253,1611.8,3510.2,1,West,123.8,0.076808537,,6251.792069,2231.150058
342864,50 or more Unit,0.813878704,174.3,1028.3,5,West,52.3,0.300057372,,397.6974422,1808.834645
342892,10 to 19 Unit,0.92112127,416.7,416.7,3,South,75,0.179985601,,2171.363559,3154.616999
342922,Mobile Home,0.773567127,1728,4406,1,South,207.4,0.120023148,,8431.65469,3509.819137
342924,Single-Family Detached,0.801044342,1861.2,4297.4,1,North,140.4,0.075435203,,13153.61577,10430.10632
342990,10 to 19 Unit,0.997557105,174.3,174.3,2,North,52.3,0.300057372,,392.7152341,959.5146837
343014,Single-Family Detached,0.995742895,2512.8,3775,2,West,277.6,0.110474371,,19927.07435,4572.201765
343015,Single-Family Detached,0.871514547,1429,2945,1,East,125.4,0.087753674,,7894.455417,2795.604938
343022,Single-Family Detached,0.937146424,1291.2,2322.1,1,Northeast,223,0.172707559,,5695.836249,3146.117938
343055,Single-Family Detached,0.801044342,1558.6,3737.6,1,West,140.4,0.090080842,,8641.786646,3741.052211
343117,Single-Family Detached,0.871514547,912.8,1599.2,1,Southeast,149,0.163234005,,5986.562751,2994.014053
343122,Single-Family Detached,0.871514547,1170.2,2398.2,1,Northeast,140.4,0.119979491,,2482.018893,4231.946254
343141,Single-Family Detached,0.979627785,1819.7,3787.9,2,South,212.8,0.116942353,,24664.27512,3039.73314
343162,2 Unit,0.99999585,1126.6,1126.6,2,West,202.8,0.180010652,,983.8395826,2668.412094
343163,Mobile Home,0.871514547,1170.2,2398.2,1,Southeast,210.6,0.179969236,,1581.411495,4509.484557
343181,10 to 19 Unit,0.865754458,299.6,621.6,3,South,89.9,0.300066756,,1589.031343,1491.145605
343197,Single-Family Detached,0.871514547,1637.6,3332.5,1,North,188.2,0.114924279,,13976.26626,3504.250786
343238,Single-Family Detached,0.744529875,1921.2,5231.2,1,West,288.2,0.15001041,,14419.97586,5221.940328
343246,Single-Family Detached,0.871514547,1429,2945,1,Southwest,188.2,0.13170049,,2203.894448,6114.048666
343251,Single-Family Detached,0.979627785,3085.8,5065.8,2,South,211,0.06837773,,22585.8151,8722.674261
343264,Single-Family Detached,0.928814344,3683.2,6194.6,2,South,514.8,0.139769765,,5329.790482,4794.642708
343314,3 or 4 Unit,0.989937806,565.5,565.5,2,West,101.8,0.180017683,,1904.961956,1454.218651
343371,50 or more Unit,0.99999585,201.2,201.2,2,Northwest,36.2,0.179920477,,866.3180834,81.76682858
343415,Single-Family Detached,0.988418785,1517.6,3057.7,2,North,93.4,0.061544544,,9108.941932,2045.342998
343450,Single-Family Detached,0.937146424,1291.2,2322.1,1,Northeast,66.9,0.051812268,,358.4259188,3992.80026
343490,Single-Family Detached,0.99048919,1233,1587.4,2,South,71.6,0.058069749,,897.3836168,1917.857083
343703,Single-Family Detached,0.832924253,2027.8,4570.2,1,West,144.1,0.071062235,,6876.033448,4077.497799
343715,50 or more Unit,0.841018946,563.3,563.3,5,Northeast,33.8,0.060003551,,3651.372464,67.99248828
343718,Mobile Home,0.906940775,991.2,1872.2,1,South,178.4,0.179983858,,3838.937948,2455.349425
343722,Single-Family Detached,0.801044342,2265.2,5345.4,1,South,123.4,0.054476426,,9242.289269,4156.626989
343752,Single-Family Detached,0.995742895,2064,3013.2,2,North,350.4,0.169767442,,17392.30266,2795.311867
343758,50 or more Unit,0.784345086,299.6,621.6,4,West,89.9,0.300066756,,590.2451353,1135.943468
343769,Single-Family Detached,0.871514547,1340.8,2713.8,1,West,105.4,0.078609785,,12836.51287,2617.124657
343783,20 to 49 Unit,0.989485024,274.2,274.2,2,South,82.3,0.300145879,,67.99248828,603.1402625
343806,2 Unit,0.99999585,1126.6,1126.6,2,West,202.8,0.180010652,,2810.551563,3596.275102
343807,10 to 19 Unit,0.880032866,201.2,1339.2,1,South,36.2,0.179920477,,555.9558201,613.1046788
343903,Single-Family Detached,0.801044342,1558.6,3737.6,1,West,140.4,0.090080842,,18893.99883,2836.048746
343924,Single-Family Detached,0.832924253,2027.8,4570.2,1,West,108,0.05325969,,1101.361082,3901.655157
343927,Single-Family Detached,0.996229529,2993,3885.7,3,North,359.3,0.120046776,,1099.602655,2637.05349
343980,Single-Family Detached,0.832924253,2027.8,4570.2,1,North,108,0.05325969,,1439.272026,3197.698447
343989,2 Unit,0.99999585,1126.6,2264.6,2,South,135,0.119829576,,2176.638838,1912.874875
343996,Single-Family Detached,0.928814344,4463.8,8070,2,South,300.5,0.067319324,,22896.76349,7606.073483
344001,Single-Family Detached,0.744529875,2766.8,7111.4,1,East,308.7,0.111572936,,1960.645459,7701.614654
344068,20 to 49 Unit,0.847234846,148.8,148.8,4,Northwest,44.7,0.300403226,,477.4127733,1333.473369
344111,3 or 4 Unit,0.99999585,764.5,764.5,2,Southeast,91.6,0.119816874,,6636.008242,0
344137,Single-Family Detached,0.979627785,3085.8,4904.8,2,West,281.8,0.091321537,,16685.7083,0
344223,Single-Family Detached,0.988418785,2588.2,3965.7,2,Northwest,632.4,0.244339696,,6442.874406,10893.74475
344229,5 to 9 Unit,0.989937806,416.7,1039.7,2,East,50,0.119990401,,1800.335584,1352.229918
344235,Single-Family Detached,0.968042554,3466.7,5776.3,2,Southeast,454.6,0.131133354,,23820.52351,8705.089997
344273,Single-Family Detached,0.928814344,4463.8,8070,2,East,300.5,0.067319324,,3290.015833,3647.56254
344366,Single-Family Detached,0.871514547,1170.2,2398.2,1,Southwest,210.6,0.179969236,,7963.327119,4336.865696
344426,Single-Family Detached,0.995742895,2064,3013.2,2,South,292.1,0.141521318,,18233.41663,8463.013293
344519,20 to 49 Unit,0.875751516,487.9,487.9,4,Northeast,146.4,0.300061488,,654.4276997,67.99248828
344521,Single-Family Detached,0.832924253,2027.8,4570.2,1,East,72,0.03550646,,6018.507497,3563.158072
344531,Single-Family Detached,0.871514547,1637.6,3332.5,1,East,188.2,0.114924279,,7860.166102,1462.717711
344548,10 to 19 Unit,0.943945833,487.9,487.9,3,Southwest,43.9,0.089977454,,5823.029093,1356.625984
344560,Single-Family Detached,0.832924253,1680,3954,1,North,144.1,0.08577381,,1393.552939,5045.218473
344634,2 Unit,0.99999585,1126.6,1126.6,2,West,101.4,0.090005326,,7890.645493,1454.218651
344649,Single-Family Detached,0.998034609,1462.8,1955.2,2,Southwest,252.1,0.172340716,,5593.261374,5175.048957
344682,Single-Family Detached,0.832924253,1611.8,3510.2,1,West,123.8,0.076808537,,40952.57906,8889.138629
344685,Single-Family Detached,0.995742895,2330,3323,2,Southwest,583.7,0.250515021,,4249.823589,9471.470846
344719,Mobile Home,0.906940775,991.2,1872.2,1,West,148.6,0.14991929,,6721.584994,2038.895436
344766,Single-Family Detached,0.773567127,2100,5094,1,South,207.4,0.098761905,,13849.65956,5085.955352
344775,Single-Family Detached,0.871514547,1429,2945,1,West,94,0.065780266,,8587.568498,2654.051611
344788,Single-Family Detached,0.832924253,1611.8,3510.2,1,West,82.4,0.051122968,,17152.27745,6171.197525
344815,Single-Family Detached,0.801044342,1861.2,4297.4,1,Southeast,140.4,0.075435203,,11199.41788,5956.962572
344885,Single-Family Detached,0.801044342,1861.2,4297.4,1,North,280.6,0.150762949,,15806.20202,4093.030566
344948,Single-Family Detached,0.832924253,1611.8,3510.2,1,Northwest,206.4,0.12805559,,12148.67507,6600.546643
344958,10 to 19 Unit,0.943945833,487.9,487.9,3,East,73.1,0.149825784,,2899.938239,1140.632606
345017,Single-Family Detached,0.871514547,1637.6,3332.5,1,South,125.4,0.076575476,,1742.014442,4008.333026
345018,Single-Family Detached,0.871514547,1637.6,3332.5,1,South,125.4,0.076575476,,4963.158573,6332.972755
345401,Single-Family Detached,0.906940775,1113.6,2098.6,1,Northeast,118.8,0.106681034,,2826.08433,3240.779894
345403,Single-Family Detached,0.871514547,1340.8,2713.8,1,North,70.2,0.052356802,,538.957698,3521.83505
345446,Single-Family Detached,0.906940775,1113.6,2098.6,1,East,148.6,0.133441092,,6824.159869,3778.272237
345468,Mobile Home,0.801044342,1558.6,3737.6,1,Northeast,234,0.150134736,,10108.31428,4140.80115
345538,Mobile Home,0.871514547,1170.2,2398.2,1,West,140.4,0.119979491,,2129.161325,5053.131392
345555,5 to 9 Unit,0.997557105,348.6,1202.6,2,South,52.2,0.149741824,,3019.511236,1672.263526
345601,50 or more Unit,0.847234846,148.8,148.8,4,South,44.7,0.300403226,,1353.402202,903.8311804
345647,Single-Family Detached,0.906940775,991.2,1872.2,1,Northwest,148.6,0.14991929,,12707.56161,4768.266312
345648,5 to 9 Unit,0.989937806,416.7,1039.7,2,Southwest,125.1,0.300215983,,8967.974747,3377.351013
345659,Single-Family Detached,0.744529875,2766.8,7111.4,1,Northeast,205.8,0.074381957,,8060.040572,3688.592489
345671,Mobile Home,0.773567127,1728,4406,1,South,259.2,0.15,,6335.610395,0
345730,Single-Family Detached,0.988418785,2811.6,4512.6,2,East,316.1,0.112427088,,9200.087035,4586.562248
345740,Single-Family Detached,0.801044342,2265.2,5345.4,1,Northwest,205.6,0.090764612,,5764.121809,6035.505619
345772,Single-Family Detached,0.773567127,2494.4,6132.4,1,South,229.6,0.092046183,,3607.997945,2651.707043
345799,Single-Family Detached,0.995742895,2512.8,3775,2,Southeast,166.4,0.066220949,,6154.199403,67.99248828
345886,Single-Family Detached,0.995742895,2512.8,3775,2,North,166.4,0.066220949,,12445.55606,5018.842077
345892,20 to 49 Unit,0.943945833,174.3,174.3,3,Northeast,31.4,0.180149168,,349.6337867,1091.689736
345971,Single-Family Detached,0.801044342,1801.4,4268.4,1,Northeast,170.2,0.09448207,,4942.643599,5864.352114
346003,10 to 19 Unit,0.962018974,563.3,563.3,3,North,101.4,0.180010652,,5648.944878,653.8415576
346054,Single-Family Detached,0.832924253,1680,3954,1,Northwest,180,0.107142857,,3893.156096,3856.522212
346129,Single-Family Detached,0.871514547,1340.8,2713.8,1,Southeast,105.4,0.078609785,,8513.421517,6759.098091
346160,Mobile Home,0.906940775,991.2,1872.2,1,West,89.2,0.089991929,,1393.846009,3842.16173
346170,Single-Family Detached,0.832924253,1376,3074,1,North,123.8,0.08997093,,33749.18522,4193.260872
346174,Single-Family Detached,0.871514547,1340.8,2713.8,1,Southwest,70.2,0.052356802,,1967.972236,981.2019429
346340,Single-Family Detached,0.906940775,1113.6,2098.6,1,Northwest,118.8,0.106681034,,10261.59045,3772.996958
346384,Single-Family Detached,0.801044342,1850.6,4605.6,1,East,164.4,0.088836053,,7507.015463,3471.719897
346413,2 Unit,0.997557105,975.8,1829.8,2,East,87.8,0.089977454,,2286.833561,3401.675912
